flow_id,src_ip,dst_ip,dst_port,is_malicious,beacon_type,mitre_technique_id,dst_domain
flow_002885,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002312,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002886,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002313,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002887,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002314,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002888,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002889,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002315,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002890,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002316,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002891,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002892,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002317,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002893,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002318,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002894,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002319,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002895,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002896,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002320,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002897,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002321,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002898,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002322,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002899,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002900,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002323,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002324,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002901,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002902,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003506,10.42.15.130,203.14.115.168,443,1,evasive,T1071.001;T1029,
flow_002325,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002903,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002904,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002326,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002905,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002327,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002906,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002328,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002907,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002562,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002329,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002908,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002563,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002909,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002330,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002910,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002331,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002564,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002911,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002912,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002332,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002565,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002913,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002333,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002914,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002566,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002915,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002334,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002567,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002335,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002916,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002917,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003565,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,
flow_002336,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002568,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002918,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_003621,10.74.51.139,72.115.222.92,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_002337,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002919,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002569,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002920,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002338,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002570,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002921,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002339,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002922,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002571,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002340,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002923,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002924,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002341,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002572,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_003507,10.42.15.130,203.14.115.168,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_002925,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002342,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002573,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002926,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002343,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002927,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002574,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002344,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002928,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002575,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002929,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002345,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001218,10.176.219.131,52.92.122.16,443,0,none,,
flow_002930,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002576,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002346,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002931,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002347,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002932,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002577,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002348,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002933,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002578,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002934,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002349,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002579,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002935,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002350,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002936,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002580,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002351,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002937,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002352,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002581,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002938,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002353,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002939,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002498,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002582,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002940,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002354,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002499,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002941,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002583,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002355,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002500,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002942,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002356,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002501,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002584,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002943,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002357,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002502,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002944,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002585,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002358,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002503,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002945,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002946,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002586,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002504,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002359,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002947,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002587,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002360,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002505,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002948,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002506,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002361,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002588,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002949,10.76.92.215,192.177.183.241,443,1,jittered,T1071.001;T1573,
flow_002507,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002362,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002589,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002508,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002363,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002590,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002509,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002364,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002591,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002510,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003508,10.42.15.130,203.14.115.168,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_002365,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002511,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002592,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002512,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002366,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002593,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002513,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002367,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002594,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002514,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002368,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002515,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002595,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002369,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002516,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002370,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002596,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002517,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002371,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002597,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002518,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002519,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002372,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002598,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002520,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002373,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002599,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002521,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002374,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002522,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002600,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002523,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002375,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002524,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002601,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002525,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002376,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003622,10.74.51.139,72.115.222.92,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_002526,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002602,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002377,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002527,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003026,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002603,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002378,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002528,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003027,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002604,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002379,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002529,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003028,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002530,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002380,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002605,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_003029,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002531,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002381,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002606,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002532,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003566,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,
flow_003030,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002382,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002533,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002607,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003031,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002383,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002534,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003509,10.42.15.130,203.14.115.168,443,1,evasive,T1071.001;T1029,
flow_002608,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002535,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003032,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002384,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002536,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003033,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002609,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002385,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002537,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002610,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_003034,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002538,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002386,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_003035,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002539,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002611,10.217.50.12,67.10.40.73,8080,1,jittered,T1071.001;T1573,
flow_002387,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002540,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003036,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002388,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002541,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003037,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002389,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002542,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003038,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002543,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002390,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_003039,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002544,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002391,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002545,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002392,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003040,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002546,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003041,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002393,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002547,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002394,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003042,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002548,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002395,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_003043,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002396,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_002549,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003044,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002550,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002397,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003045,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002551,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002398,10.9.59.32,216.93.142.201,8080,1,jittered,T1071.001;T1573,
flow_003046,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002552,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003047,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002553,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002554,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003048,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002555,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003049,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002556,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002557,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003050,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002558,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003051,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003510,10.42.15.130,203.14.115.168,443,1,evasive,T1071.001;T1029,
flow_002559,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_002560,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003052,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_002561,10.104.41.26,185.161.135.113,443,1,jittered,T1071.001;T1573,
flow_003053,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003054,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003055,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,
flow_003056,10.34.172.192,20.162.113.50,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
