flow_id,src_ip,dst_ip,dst_port,timestamp,packet_size,protocol,connection_duration,bytes_sent,bytes_received,is_failed,has_dns_lookup,dst_domain
flow_002549,10.104.41.26,185.161.135.113,443,2024-01-15T05:04:05.660219+0000,660,TCP,2.926,216,427,0.0,1,sneaky-update-service.com
flow_003044,10.34.172.192,20.162.113.50,443,2024-01-15T05:04:20.835259+0000,799,TCP,2.778,390,380,0.0,0,
flow_002550,10.104.41.26,185.161.135.113,443,2024-01-15T05:04:35.013958+0000,653,TCP,3.092,257,381,0.0,1,sneaky-update-service.com
flow_002397,10.9.59.32,216.93.142.201,8080,2024-01-15T05:04:42.660988+0000,381,TCP,2.842,189,204,0.0,1,sneaky-update-service.com
flow_003045,10.34.172.192,20.162.113.50,443,2024-01-15T05:04:56.873908+0000,767,TCP,3.422,354,485,0.0,1,sneaky-update-service.com
flow_002551,10.104.41.26,185.161.135.113,443,2024-01-15T05:05:06.478238+0000,686,TCP,4.882,260,461,0.0,1,sneaky-update-service.com
flow_002398,10.9.59.32,216.93.142.201,8080,2024-01-15T05:05:29.852160+0000,340,TCP,3.346,100,233,0.0,0,
flow_003046,10.34.172.192,20.162.113.50,443,2024-01-15T05:05:38.934614+0000,791,TCP,4.768,452,306,0.0,1,sneaky-update-service.com
flow_002552,10.104.41.26,185.161.135.113,443,2024-01-15T05:05:51.959509+0000,690,TCP,4.565,332,379,0.0,1,sneaky-update-service.com
flow_003047,10.34.172.192,20.162.113.50,443,2024-01-15T05:06:27.432534+0000,686,TCP,2.625,393,295,0.0,1,sneaky-update-service.com
flow_002553,10.104.41.26,185.161.135.113,443,2024-01-15T05:06:35.602385+0000,657,TCP,1.564,393,241,0.0,0,
flow_002554,10.104.41.26,185.161.135.113,443,2024-01-15T05:07:05.622047+0000,647,TCP,0.809,343,300,0.0,0,
flow_003048,10.34.172.192,20.162.113.50,443,2024-01-15T05:07:15.829447+0000,848,TCP,1.792,417,462,0.0,0,
flow_002555,10.104.41.26,185.161.135.113,443,2024-01-15T05:07:45.510671+0000,592,TCP,4.959,199,384,0.0,1,sneaky-update-service.com
flow_003049,10.34.172.192,20.162.113.50,443,2024-01-15T05:08:07.620535+0000,780,TCP,4.835,269,477,0.0,1,sneaky-update-service.com
flow_002556,10.104.41.26,185.161.135.113,443,2024-01-15T05:08:13.918124+0000,566,TCP,4.042,407,159,0.0,0,
flow_002557,10.104.41.26,185.161.135.113,443,2024-01-15T05:08:55.550264+0000,642,TCP,4.579,152,463,1.0,0,
flow_003050,10.34.172.192,20.162.113.50,443,2024-01-15T05:08:56.352687+0000,847,TCP,4.047,351,499,0.0,0,
flow_002558,10.104.41.26,185.161.135.113,443,2024-01-15T05:09:36.165090+0000,570,TCP,0.142,297,295,1.0,0,
flow_003051,10.34.172.192,20.162.113.50,443,2024-01-15T05:09:46.415952+0000,757,TCP,3.89,264,528,0.0,0,
flow_003510,10.42.15.130,203.14.115.168,443,2024-01-15T05:09:56.683164+0000,113,TCP,2.037,62,50,0.0,0,
flow_002559,10.104.41.26,185.161.135.113,443,2024-01-15T05:10:05.694544+0000,697,TCP,4.074,306,383,0.0,0,
flow_002560,10.104.41.26,185.161.135.113,443,2024-01-15T05:10:41.274026+0000,598,TCP,0.249,181,416,0.0,0,
flow_003052,10.34.172.192,20.162.113.50,443,2024-01-15T05:10:42.294155+0000,722,TCP,3.53,276,470,1.0,0,
flow_002561,10.104.41.26,185.161.135.113,443,2024-01-15T05:11:11.589917+0000,648,TCP,3.918,257,399,0.0,0,
flow_003053,10.34.172.192,20.162.113.50,443,2024-01-15T05:11:39.425630+0000,826,TCP,0.358,373,474,0.0,0,
flow_003054,10.34.172.192,20.162.113.50,443,2024-01-15T05:12:19.214722+0000,729,TCP,1.262,234,465,0.0,0,
flow_003055,10.34.172.192,20.162.113.50,443,2024-01-15T05:13:08.834633+0000,699,TCP,2.484,333,386,0.0,0,
flow_003056,10.34.172.192,20.162.113.50,443,2024-01-15T05:13:51.184922+0000,757,TCP,1.231,259,480,0.0,1,sneaky-update-service.com
flow_003057,10.34.172.192,20.162.113.50,443,2024-01-15T05:14:48.791343+0000,771,TCP,2.432,435,396,0.0,0,
flow_003058,10.34.172.192,20.162.113.50,443,2024-01-15T05:15:43.087787+0000,764,TCP,4.199,218,546,0.0,0,
flow_003059,10.34.172.192,20.162.113.50,443,2024-01-15T05:16:36.675874+0000,731,TCP,3.213,401,298,0.0,1,sneaky-update-service.com
flow_003623,10.74.51.139,72.115.222.92,443,2024-01-15T05:16:58.387597+0000,181,TCP,1.464,100,77,0.0,0,
flow_003060,10.34.172.192,20.162.113.50,443,2024-01-15T05:17:29.915176+0000,838,TCP,0.533,523,320,0.0,0,
flow_003602,10.158.220.93,20.74.212.233,443,2024-01-15T05:18:08.277723+0000,414,TCP,1.452,221,219,1.0,0,
flow_003061,10.34.172.192,20.162.113.50,443,2024-01-15T05:18:13.357545+0000,778,TCP,0.723,449,350,0.0,1,sneaky-update-service.com
flow_003062,10.34.172.192,20.162.113.50,443,2024-01-15T05:18:52.485136+0000,737,TCP,2.526,416,316,1.0,0,
flow_003063,10.34.172.192,20.162.113.50,443,2024-01-15T05:19:39.748336+0000,827,TCP,1.977,436,363,0.0,0,
flow_003064,10.34.172.192,20.162.113.50,443,2024-01-15T05:20:24.299062+0000,882,TCP,3.945,362,521,0.0,0,
flow_003065,10.34.172.192,20.162.113.50,443,2024-01-15T05:21:08.039504+0000,722,TCP,3.968,470,212,0.0,0,
flow_003066,10.34.172.192,20.162.113.50,443,2024-01-15T05:22:04.952552+0000,840,TCP,2.623,295,546,0.0,1,sneaky-update-service.com
flow_003067,10.34.172.192,20.162.113.50,443,2024-01-15T05:22:51.375326+0000,784,TCP,4.038,363,423,0.0,0,
flow_003068,10.34.172.192,20.162.113.50,443,2024-01-15T05:23:35.553608+0000,801,TCP,1.095,283,493,1.0,0,
flow_003069,10.34.172.192,20.162.113.50,443,2024-01-15T05:24:17.651202+0000,670,TCP,3.812,398,275,0.0,1,sneaky-update-service.com
flow_003070,10.34.172.192,20.162.113.50,443,2024-01-15T05:24:58.777007+0000,810,TCP,2.946,212,597,0.0,0,
flow_003071,10.34.172.192,20.162.113.50,443,2024-01-15T05:25:45.255042+0000,763,TCP,3.551,446,350,0.0,1,sneaky-update-service.com
flow_003072,10.34.172.192,20.162.113.50,443,2024-01-15T05:26:35.129428+0000,692,TCP,2.516,373,332,0.0,0,
flow_003073,10.34.172.192,20.162.113.50,443,2024-01-15T05:27:26.069854+0000,724,TCP,2.556,460,287,0.0,1,sneaky-update-service.com
flow_003567,10.39.24.41,198.79.4.172,443,2024-01-15T05:27:46.108961+0000,368,TCP,2.646,130,245,0.0,0,
flow_003074,10.34.172.192,20.162.113.50,443,2024-01-15T05:28:17.468057+0000,722,TCP,3.904,332,378,0.0,1,sneaky-update-service.com
flow_003075,10.34.172.192,20.162.113.50,443,2024-01-15T05:29:06.263380+0000,719,TCP,4.281,431,279,0.0,0,
flow_003076,10.34.172.192,20.162.113.50,443,2024-01-15T05:29:47.115845+0000,796,TCP,4.448,309,479,0.0,0,
flow_003077,10.34.172.192,20.162.113.50,443,2024-01-15T05:30:38.271069+0000,725,TCP,0.658,336,392,0.0,0,
flow_003078,10.34.172.192,20.162.113.50,443,2024-01-15T05:31:27.131370+0000,803,TCP,1.998,330,487,0.0,1,sneaky-update-service.com
flow_003079,10.34.172.192,20.162.113.50,443,2024-01-15T05:32:01.053690+0000,795,TCP,4.528,347,430,1.0,0,
flow_003080,10.34.172.192,20.162.113.50,443,2024-01-15T05:32:43.193275+0000,873,TCP,4.828,270,609,0.0,0,
flow_003081,10.34.172.192,20.162.113.50,443,2024-01-15T05:33:22.281684+0000,741,TCP,2.201,307,437,0.0,1,sneaky-update-service.com
flow_003082,10.34.172.192,20.162.113.50,443,2024-01-15T05:34:08.405852+0000,758,TCP,0.986,534,227,0.0,1,sneaky-update-service.com
flow_003083,10.34.172.192,20.162.113.50,443,2024-01-15T05:34:41.899475+0000,791,TCP,0.594,528,244,0.0,0,
flow_003603,10.158.220.93,20.74.212.233,443,2024-01-15T05:34:48.591079+0000,431,TCP,2.336,212,229,0.0,0,
flow_003084,10.34.172.192,20.162.113.50,443,2024-01-15T05:35:31.156223+0000,780,TCP,3.812,330,453,0.0,0,
flow_003085,10.34.172.192,20.162.113.50,443,2024-01-15T05:36:10.418325+0000,752,TCP,3.719,345,380,0.0,0,
flow_003086,10.34.172.192,20.162.113.50,443,2024-01-15T05:36:48.399726+0000,786,TCP,4.755,244,509,0.0,1,sneaky-update-service.com
flow_003087,10.34.172.192,20.162.113.50,443,2024-01-15T05:37:41.438730+0000,806,TCP,2.219,336,451,1.0,1,sneaky-update-service.com
flow_003088,10.34.172.192,20.162.113.50,443,2024-01-15T05:38:29.761327+0000,687,TCP,3.845,284,393,0.0,0,
flow_003089,10.34.172.192,20.162.113.50,443,2024-01-15T05:39:24.093987+0000,856,TCP,4.906,506,350,0.0,1,sneaky-update-service.com
flow_003090,10.34.172.192,20.162.113.50,443,2024-01-15T05:39:58.304263+0000,772,TCP,1.226,396,372,0.0,1,sneaky-update-service.com
flow_003091,10.34.172.192,20.162.113.50,443,2024-01-15T05:40:39.935781+0000,746,TCP,3.748,272,480,1.0,1,sneaky-update-service.com
flow_003092,10.34.172.192,20.162.113.50,443,2024-01-15T05:41:32.376468+0000,905,TCP,2.558,461,491,0.0,0,
flow_003093,10.34.172.192,20.162.113.50,443,2024-01-15T05:42:13.989403+0000,814,TCP,2.372,530,296,0.0,1,sneaky-update-service.com
flow_003094,10.34.172.192,20.162.113.50,443,2024-01-15T05:42:59.375749+0000,807,TCP,4.315,311,474,0.0,1,sneaky-update-service.com
flow_003095,10.34.172.192,20.162.113.50,443,2024-01-15T05:43:49.017391+0000,740,TCP,0.533,386,327,0.0,0,
flow_003096,10.34.172.192,20.162.113.50,443,2024-01-15T05:44:23.146902+0000,815,TCP,1.756,237,542,0.0,0,
flow_003097,10.34.172.192,20.162.113.50,443,2024-01-15T05:45:18.835765+0000,864,TCP,0.609,487,389,1.0,0,
flow_003624,10.74.51.139,72.115.222.92,443,2024-01-15T05:45:46.111051+0000,168,TCP,1.031,65,95,0.0,0,
flow_003098,10.34.172.192,20.162.113.50,443,2024-01-15T05:45:55.331111+0000,755,TCP,2.648,291,464,0.0,1,sneaky-update-service.com
flow_003099,10.34.172.192,20.162.113.50,443,2024-01-15T05:46:45.015360+0000,876,TCP,5.0,345,519,0.0,1,sneaky-update-service.com
flow_003100,10.34.172.192,20.162.113.50,443,2024-01-15T05:47:18.828757+0000,747,TCP,1.126,361,359,0.0,0,
flow_003101,10.34.172.192,20.162.113.50,443,2024-01-15T05:47:56.260627+0000,734,TCP,2.265,437,302,0.0,1,sneaky-update-service.com
flow_003102,10.34.172.192,20.162.113.50,443,2024-01-15T05:48:39.154905+0000,628,TCP,4.412,160,460,0.0,0,
flow_003568,10.39.24.41,198.79.4.172,443,2024-01-15T05:48:52.084483+0000,379,TCP,1.533,226,164,0.0,1,cdn-delivery-api.com
flow_003103,10.34.172.192,20.162.113.50,443,2024-01-15T05:49:14.406197+0000,772,TCP,1.007,270,523,0.0,1,sneaky-update-service.com
flow_003104,10.34.172.192,20.162.113.50,443,2024-01-15T05:50:07.203208+0000,686,TCP,3.283,267,438,0.0,1,sneaky-update-service.com
flow_003105,10.34.172.192,20.162.113.50,443,2024-01-15T05:51:01.397205+0000,840,TCP,0.853,383,464,0.0,1,sneaky-update-service.com
flow_003604,10.158.220.93,20.74.212.233,443,2024-01-15T05:51:52.284149+0000,372,TCP,0.665,148,218,0.0,1,cdn-delivery-api.com
flow_003106,10.34.172.192,20.162.113.50,443,2024-01-15T05:51:58.911448+0000,702,TCP,4.164,407,291,0.0,1,sneaky-update-service.com
flow_003107,10.34.172.192,20.162.113.50,443,2024-01-15T05:52:42.268147+0000,750,TCP,1.666,275,451,0.0,0,
flow_003108,10.34.172.192,20.162.113.50,443,2024-01-15T05:53:18.246531+0000,797,TCP,2.993,403,355,0.0,1,sneaky-update-service.com
flow_003109,10.34.172.192,20.162.113.50,443,2024-01-15T05:53:54.732623+0000,796,TCP,0.853,353,430,0.0,1,sneaky-update-service.com
flow_003110,10.34.172.192,20.162.113.50,443,2024-01-15T05:54:35.291038+0000,796,TCP,3.269,439,377,0.0,0,
flow_003605,10.158.220.93,20.74.212.233,443,2024-01-15T06:06:28.324596+0000,387,TCP,2.439,134,256,0.0,0,
flow_003625,10.74.51.139,72.115.222.92,443,2024-01-15T06:07:20.930151+0000,169,TCP,1.537,90,80,1.0,1,cdn-delivery-api.com
flow_000181,10.133.13.218,198.138.77.26,443,2024-01-15T06:11:22.618774+0000,10979,TCP,13.293,1720,8177,0.0,1,example.com
flow_000182,10.133.13.218,198.138.77.26,443,2024-01-15T06:11:26.525482+0000,7642,TCP,15.208,1717,6253,0.0,1,example.com
flow_003569,10.39.24.41,198.79.4.172,443,2024-01-15T06:11:58.874438+0000,358,TCP,1.685,145,217,0.0,1,cdn-delivery-api.com
flow_000183,10.133.13.218,198.138.77.26,443,2024-01-15T06:12:52.712527+0000,7941,TCP,5.737,2998,5553,0.0,1,example.com
flow_000184,10.133.13.218,198.138.77.26,443,2024-01-15T06:12:59.818315+0000,7214,TCP,29.6,2195,4871,0.0,1,example.com
flow_000185,10.133.13.218,198.138.77.26,443,2024-01-15T06:13:09.658143+0000,13276,TCP,9.109,5391,7690,0.0,1,example.com
flow_000186,10.133.13.218,198.138.77.26,443,2024-01-15T06:13:13.419407+0000,10736,TCP,16.949,3802,6911,0.0,1,example.com
flow_000187,10.133.13.218,198.138.77.26,443,2024-01-15T06:13:22.980593+0000,953,TCP,22.516,220,731,0.0,1,example.com
flow_003629,10.146.186.74,172.128.39.55,443,2024-01-15T06:13:46.219192+0000,124,TCP,1.969,50,76,1.0,1,cdn-delivery-api.com
flow_000188,10.133.13.218,198.138.77.26,443,2024-01-15T06:14:03.779066+0000,3615,TCP,0.913,1003,2508,0.0,1,example.com
flow_000189,10.133.13.218,198.138.77.26,443,2024-01-15T06:15:05.979951+0000,9678,TCP,6.126,997,8660,0.0,1,example.com
flow_000190,10.133.13.218,198.138.77.26,443,2024-01-15T06:16:55.783683+0000,13844,TCP,10.032,5211,7966,0.0,1,example.com
flow_000191,10.133.13.218,198.138.77.26,443,2024-01-15T06:17:18.559740+0000,2161,TCP,24.835,653,1501,0.0,1,example.com
flow_000192,10.133.13.218,198.138.77.26,443,2024-01-15T06:18:48.398458+0000,6821,TCP,10.447,1495,5229,0.0,1,example.com
flow_000193,10.133.13.218,198.138.77.26,443,2024-01-15T06:18:57.135019+0000,5086,TCP,20.613,1643,3551,0.0,1,example.com
flow_000194,10.133.13.218,198.138.77.26,443,2024-01-15T06:20:47.663665+0000,4566,TCP,17.108,2393,2290,0.0,1,example.com
flow_000195,10.133.13.218,198.138.77.26,443,2024-01-15T06:20:55.211988+0000,10186,TCP,20.509,2731,7583,0.0,1,example.com
flow_000196,10.133.13.218,198.138.77.26,443,2024-01-15T06:22:28.217151+0000,3708,TCP,24.91,685,3247,0.0,1,example.com
flow_003606,10.158.220.93,20.74.212.233,443,2024-01-15T06:22:47.363257+0000,400,TCP,2.788,170,244,0.0,1,cdn-delivery-api.com
flow_000197,10.133.13.218,198.138.77.26,443,2024-01-15T06:23:34.857472+0000,8024,TCP,18.1,2180,5267,0.0,1,example.com
flow_000198,10.133.13.218,198.138.77.26,443,2024-01-15T06:24:39.031128+0000,14440,TCP,13.572,1936,12673,0.0,1,example.com
flow_003582,10.147.68.196,52.222.116.93,443,2024-01-15T06:25:18.013955+0000,362,TCP,1.632,176,175,0.0,0,
flow_000199,10.133.13.218,198.138.77.26,443,2024-01-15T06:26:11.045105+0000,675,TCP,17.142,171,513,0.0,1,example.com
flow_000200,10.133.13.218,198.138.77.26,443,2024-01-15T06:27:09.332257+0000,11442,TCP,6.997,3645,7185,0.0,1,example.com
flow_000201,10.133.13.218,198.138.77.26,443,2024-01-15T06:27:13.627396+0000,3906,TCP,7.96,1573,2338,0.0,1,example.com
flow_000202,10.133.13.218,198.138.77.26,443,2024-01-15T06:29:06.585410+0000,3217,TCP,15.903,1337,1888,0.0,1,example.com
flow_001219,10.176.219.131,52.92.122.16,443,2024-01-15T06:29:47.192493+0000,3737,TCP,4.125,1723,2002,0.0,1,update.microsoft.com
flow_000203,10.133.13.218,198.138.77.26,443,2024-01-15T06:30:45.422486+0000,4183,TCP,9.693,1305,2853,0.0,1,example.com
flow_000204,10.133.13.218,198.138.77.26,443,2024-01-15T06:31:35.445228+0000,5094,TCP,3.904,772,4239,0.0,1,example.com
flow_000205,10.133.13.218,198.138.77.26,443,2024-01-15T06:31:52.666609+0000,4882,TCP,5.392,1834,2982,0.0,1,example.com
flow_000206,10.133.13.218,198.138.77.26,443,2024-01-15T06:32:01.456946+0000,2499,TCP,18.236,1158,1416,0.0,1,example.com
flow_003630,10.146.186.74,172.128.39.55,443,2024-01-15T06:32:01.989245+0000,125,TCP,1.218,42,85,0.0,0,
flow_000207,10.133.13.218,198.138.77.26,443,2024-01-15T06:32:04.885780+0000,13577,TCP,16.53,3208,9652,0.0,1,example.com
flow_000208,10.133.13.218,198.138.77.26,443,2024-01-15T06:33:11.762458+0000,4644,TCP,14.369,1851,2847,0.0,1,example.com
flow_000209,10.133.13.218,198.138.77.26,443,2024-01-15T06:33:17.275886+0000,9731,TCP,18.351,3623,6036,0.0,1,example.com
flow_003626,10.74.51.139,72.115.222.92,443,2024-01-15T06:33:55.396983+0000,190,TCP,2.649,77,113,0.0,0,
flow_000210,10.133.13.218,198.138.77.26,443,2024-01-15T06:33:58.060320+0000,829,TCP,6.785,199,599,0.0,1,example.com
flow_000211,10.133.13.218,198.138.77.26,443,2024-01-15T06:34:07.496904+0000,464,TCP,27.756,142,323,0.0,0,
flow_000212,10.133.13.218,198.138.77.26,443,2024-01-15T06:35:20.280872+0000,1356,TCP,25.509,339,1015,0.0,1,example.com
flow_000213,10.133.13.218,198.138.77.26,443,2024-01-15T06:35:43.157689+0000,11000,TCP,25.484,1930,8552,0.0,1,example.com
flow_000214,10.133.13.218,198.138.77.26,443,2024-01-15T06:35:46.556148+0000,3449,TCP,13.971,614,2874,0.0,1,example.com
flow_003607,10.158.220.93,20.74.212.233,443,2024-01-15T06:36:11.110842+0000,379,TCP,0.129,195,183,0.0,0,
flow_000215,10.133.13.218,198.138.77.26,443,2024-01-15T06:36:26.934606+0000,9356,TCP,27.807,917,7660,0.0,1,example.com
flow_000216,10.133.13.218,198.138.77.26,443,2024-01-15T06:37:17.606880+0000,1254,TCP,14.312,147,1111,0.0,1,example.com
flow_000217,10.133.13.218,198.138.77.26,443,2024-01-15T06:38:19.477777+0000,14304,TCP,19.559,3329,10798,0.0,1,example.com
flow_000218,10.133.13.218,198.138.77.26,443,2024-01-15T06:38:39.451890+0000,4441,TCP,4.28,1208,3229,0.0,1,example.com
flow_003583,10.147.68.196,52.222.116.93,443,2024-01-15T06:39:21.523976+0000,328,TCP,1.891,154,164,1.0,0,
flow_000219,10.133.13.218,198.138.77.26,443,2024-01-15T06:39:33.692280+0000,9839,TCP,3.349,3461,6226,1.0,1,example.com
flow_000220,10.133.13.218,198.138.77.26,443,2024-01-15T06:39:39.935810+0000,8984,TCP,0.753,1836,7150,0.0,1,example.com
flow_000221,10.133.13.218,198.138.77.26,443,2024-01-15T06:39:57.274036+0000,9100,TCP,22.939,2575,7167,0.0,1,example.com
flow_000222,10.133.13.218,198.138.77.26,443,2024-01-15T06:40:02.833538+0000,8295,TCP,4.488,2276,6233,0.0,1,example.com
flow_000223,10.133.13.218,198.138.77.26,443,2024-01-15T06:40:08.671926+0000,14675,TCP,14.299,6789,7926,0.0,1,example.com
flow_003570,10.39.24.41,198.79.4.172,443,2024-01-15T06:43:15.998755+0000,380,TCP,0.86,150,215,0.0,0,
flow_001726,10.195.131.243,23.108.22.108,8443,2024-01-15T06:44:21.386085+0000,330,TCP,4.482,160,178,0.0,0,
flow_001727,10.195.131.243,23.108.22.108,8443,2024-01-15T06:45:20.892062+0000,331,TCP,4.219,152,184,0.0,1,evil-c2-framework.com
flow_001728,10.195.131.243,23.108.22.108,8443,2024-01-15T06:46:21.783945+0000,345,TCP,1.556,107,223,0.0,1,evil-c2-framework.com
flow_001729,10.195.131.243,23.108.22.108,8443,2024-01-15T06:47:23.176724+0000,347,TCP,4.771,224,127,1.0,0,
flow_003631,10.146.186.74,172.128.39.55,443,2024-01-15T06:47:34.650555+0000,109,TCP,1.818,59,46,0.0,1,cdn-delivery-api.com
flow_001730,10.195.131.243,23.108.22.108,8443,2024-01-15T06:48:23.788120+0000,342,TCP,0.618,206,133,0.0,0,
flow_001731,10.195.131.243,23.108.22.108,8443,2024-01-15T06:49:26.135342+0000,338,TCP,4.284,148,177,0.0,0,
flow_001732,10.195.131.243,23.108.22.108,8443,2024-01-15T06:50:26.908826+0000,335,TCP,1.534,111,222,0.0,0,
flow_001733,10.195.131.243,23.108.22.108,8443,2024-01-15T06:51:23.969738+0000,330,TCP,1.857,112,251,0.0,1,evil-c2-framework.com
flow_003584,10.147.68.196,52.222.116.93,443,2024-01-15T06:51:26.994095+0000,349,TCP,2.509,76,280,0.0,1,cdn-delivery-api.com
flow_001734,10.195.131.243,23.108.22.108,8443,2024-01-15T06:52:26.150045+0000,339,TCP,2.204,156,195,0.0,0,
flow_003608,10.158.220.93,20.74.212.233,443,2024-01-15T06:52:42.180579+0000,416,TCP,2.344,153,257,0.0,0,
flow_001735,10.195.131.243,23.108.22.108,8443,2024-01-15T06:53:25.296902+0000,339,TCP,2.593,124,217,0.0,1,evil-c2-framework.com
flow_001736,10.195.131.243,23.108.22.108,8443,2024-01-15T06:54:24.636885+0000,344,TCP,4.654,150,185,0.0,0,
flow_001737,10.195.131.243,23.108.22.108,8443,2024-01-15T06:55:23.275579+0000,350,TCP,1.633,144,218,0.0,1,evil-c2-framework.com
flow_001738,10.195.131.243,23.108.22.108,8443,2024-01-15T06:56:23.027900+0000,324,TCP,4.626,152,182,0.0,0,
flow_001739,10.195.131.243,23.108.22.108,8443,2024-01-15T06:57:20.720200+0000,332,TCP,1.796,135,204,0.0,0,
flow_001740,10.195.131.243,23.108.22.108,8443,2024-01-15T06:58:21.630914+0000,333,TCP,0.384,142,172,0.0,0,
flow_003627,10.74.51.139,72.115.222.92,443,2024-01-15T06:58:30.131347+0000,185,TCP,0.431,89,90,0.0,1,cdn-delivery-api.com
flow_001741,10.195.131.243,23.108.22.108,8443,2024-01-15T06:59:21.937159+0000,332,TCP,4.474,163,188,0.0,0,
flow_001742,10.195.131.243,23.108.22.108,8443,2024-01-15T07:00:23.074110+0000,354,TCP,1.149,195,173,0.0,0,
flow_001743,10.195.131.243,23.108.22.108,8443,2024-01-15T07:01:19.269292+0000,350,TCP,4.492,166,195,0.0,0,
flow_001744,10.195.131.243,23.108.22.108,8443,2024-01-15T07:02:19.914705+0000,323,TCP,1.586,178,127,0.0,0,
flow_001745,10.195.131.243,23.108.22.108,8443,2024-01-15T07:03:18.591151+0000,333,TCP,4.001,195,138,0.0,1,evil-c2-framework.com
flow_001201,10.46.239.56,40.135.231.147,443,2024-01-15T07:03:20.717407+0000,1313,TCP,12.782,425,894,0.0,1,update.microsoft.com
flow_001746,10.195.131.243,23.108.22.108,8443,2024-01-15T07:04:20.670045+0000,352,TCP,1.936,124,207,0.0,0,
flow_003585,10.147.68.196,52.222.116.93,443,2024-01-15T07:05:03.480676+0000,345,TCP,1.382,180,162,0.0,1,cdn-delivery-api.com
flow_001747,10.195.131.243,23.108.22.108,8443,2024-01-15T07:05:20.687580+0000,346,TCP,3.153,147,200,0.0,0,
flow_001184,10.179.90.248,52.251.26.45,443,2024-01-15T07:06:18.082261+0000,853,TCP,5.503,207,642,0.0,1,update.microsoft.com
flow_001748,10.195.131.243,23.108.22.108,8443,2024-01-15T07:06:21.231853+0000,339,TCP,1.5,129,216,0.0,1,evil-c2-framework.com
flow_001749,10.195.131.243,23.108.22.108,8443,2024-01-15T07:07:20.579928+0000,340,TCP,0.271,198,137,0.0,1,evil-c2-framework.com
flow_003632,10.146.186.74,172.128.39.55,443,2024-01-15T07:07:46.327883+0000,119,TCP,2.492,69,52,0.0,1,cdn-delivery-api.com
flow_001750,10.195.131.243,23.108.22.108,8443,2024-01-15T07:08:19.774791+0000,327,TCP,1.155,89,240,0.0,0,
flow_003609,10.158.220.93,20.74.212.233,443,2024-01-15T07:08:58.098302+0000,381,TCP,1.709,212,174,0.0,0,
flow_003571,10.39.24.41,198.79.4.172,443,2024-01-15T07:08:59.133519+0000,336,TCP,1.434,222,105,0.0,0,
flow_001751,10.195.131.243,23.108.22.108,8443,2024-01-15T07:09:19.706336+0000,346,TCP,3.29,68,284,0.0,0,
flow_001752,10.195.131.243,23.108.22.108,8443,2024-01-15T07:10:21.494186+0000,352,TCP,4.524,221,155,0.0,1,evil-c2-framework.com
flow_001753,10.195.131.243,23.108.22.108,8443,2024-01-15T07:11:21.139807+0000,324,TCP,0.114,153,170,0.0,1,evil-c2-framework.com
flow_001754,10.195.131.243,23.108.22.108,8443,2024-01-15T07:12:21.739595+0000,344,TCP,0.33,106,221,0.0,0,
flow_001755,10.195.131.243,23.108.22.108,8443,2024-01-15T07:13:20.862784+0000,347,TCP,3.163,156,182,0.0,0,
flow_001756,10.195.131.243,23.108.22.108,8443,2024-01-15T07:14:20.810875+0000,332,TCP,2.466,142,183,0.0,0,
flow_001757,10.195.131.243,23.108.22.108,8443,2024-01-15T07:15:21.350023+0000,335,TCP,1.159,122,231,0.0,0,
flow_001758,10.195.131.243,23.108.22.108,8443,2024-01-15T07:16:21.605924+0000,323,TCP,2.865,152,186,0.0,0,
flow_001759,10.195.131.243,23.108.22.108,8443,2024-01-15T07:17:21.600345+0000,326,TCP,1.095,142,185,0.0,0,
flow_001760,10.195.131.243,23.108.22.108,8443,2024-01-15T07:18:18.516781+0000,343,TCP,2.789,130,209,0.0,1,evil-c2-framework.com
flow_003628,10.74.51.139,72.115.222.92,443,2024-01-15T07:18:24.049174+0000,184,TCP,1.234,90,98,0.0,1,cdn-delivery-api.com
flow_001761,10.195.131.243,23.108.22.108,8443,2024-01-15T07:19:18.888481+0000,338,TCP,4.42,187,153,0.0,1,evil-c2-framework.com
flow_003633,10.146.186.74,172.128.39.55,443,2024-01-15T07:22:07.048298+0000,120,TCP,1.719,83,30,1.0,0,
flow_003586,10.147.68.196,52.222.116.93,443,2024-01-15T07:23:35.576357+0000,382,TCP,2.742,243,107,0.0,0,
flow_003610,10.158.220.93,20.74.212.233,443,2024-01-15T07:25:13.058810+0000,396,TCP,1.056,145,277,0.0,1,cdn-delivery-api.com
flow_000047,10.29.32.177,104.137.190.139,443,2024-01-15T07:27:36.074450+0000,4207,TCP,21.326,1352,2844,0.0,1,example.com
flow_000048,10.29.32.177,104.137.190.139,443,2024-01-15T07:29:05.580170+0000,2762,TCP,2.842,660,2093,0.0,1,example.com
flow_000049,10.29.32.177,104.137.190.139,443,2024-01-15T07:29:35.818847+0000,14201,TCP,9.11,4000,10610,0.0,1,example.com
flow_000050,10.29.32.177,104.137.190.139,443,2024-01-15T07:30:33.242458+0000,7217,TCP,3.665,2816,4346,0.0,1,example.com
flow_000051,10.29.32.177,104.137.190.139,443,2024-01-15T07:31:31.482602+0000,6249,TCP,6.607,1564,5111,0.0,1,example.com
flow_000052,10.29.32.177,104.137.190.139,443,2024-01-15T07:31:38.062266+0000,8573,TCP,21.09,3049,5760,0.0,1,example.com
flow_000053,10.29.32.177,104.137.190.139,443,2024-01-15T07:32:58.793576+0000,5537,TCP,15.431,1976,3523,0.0,1,example.com
